image_id,project_id,image_path,capture_date,latitude,longitude,image_type,data_source
IMG-0014-2,MPLADS-SYN-0014,images/IMG-0014-2.jpg,2026-03-30,8.636312,76.079977,Progress,SYNTHETIC_METADATA
IMG-0015-1,MPLADS-SYN-0015,images/IMG-0015-1.jpg,2026-09-01,8.259051,78.930681,Progress,SYNTHETIC_METADATA
IMG-0015-2,MPLADS-SYN-0015,images/IMG-0015-2.jpg,2026-08-15,8.259209,78.931349,Progress,SYNTHETIC_METADATA
IMG-0016-1,MPLADS-SYN-0016,images/IMG-0016-1.jpg,2026-07-02,23.542826,83.395244,Progress,SYNTHETIC_METADATA
IMG-0016-2,MPLADS-SYN-0016,images/IMG-0016-2.jpg,2026-04-05,23.542091,83.395038,Progress,SYNTHETIC_METADATA
IMG-0017-1,MPLADS-SYN-0017,images/IMG-0017-1.jpg,2026-03-21,10.595028,72.751195,Progress,SYNTHETIC_METADATA
IMG-0017-2,MPLADS-SYN-0017,images/IMG-0017-2.jpg,2026-03-26,10.5946,72.751072,Progress,SYNTHETIC_METADATA
IMG-0018-1,MPLADS-SYN-0018,images/IMG-0018-1.jpg,2027-01-19,12.62668,80.622238,Progress,SYNTHETIC_METADATA
IMG-0018-2,MPLADS-SYN-0018,images/IMG-0018-2.jpg,2026-09-24,12.626374,80.62223,Progress,SYNTHETIC_METADATA
IMG-0019-1,MPLADS-SYN-0019,images/IMG-0019-1.jpg,2026-06-22,21.276981,86.988759,Progress,SYNTHETIC_METADATA
IMG-0019-2,MPLADS-SYN-0019,images/IMG-0019-2.jpg,2026-06-12,21.276345,86.988959,Progress,SYNTHETIC_METADATA
IMG-0020-1,MPLADS-SYN-0020,images/IMG-0020-1.jpg,2026-08-04,9.805278,76.164174,Progress,SYNTHETIC_METADATA
IMG-0020-2,MPLADS-SYN-0020,images/IMG-0020-2.jpg,2026-08-30,9.805187,76.164198,Progress,SYNTHETIC_METADATA
IMG-0021-1,MPLADS-SYN-0021,images/IMG-0021-1.jpg,2027-01-08,19.301226,78.329321,Progress,SYNTHETIC_METADATA
IMG-0021-2,MPLADS-SYN-0021,images/IMG-0021-2.jpg,2026-08-30,19.300929,78.328706,Progress,SYNTHETIC_METADATA
IMG-0022-1,MPLADS-SYN-0022,images/IMG-0022-1.jpg,2026-10-28,21.423221,74.546561,Progress,SYNTHETIC_METADATA
IMG-0022-2,MPLADS-SYN-0022,images/IMG-0022-2.jpg,2026-08-29,21.423211,74.547363,Progress,SYNTHETIC_METADATA
IMG-0023-1,MPLADS-SYN-0023,images/IMG-0023-1.jpg,2026-08-30,19.601878,85.076178,Progress,SYNTHETIC_METADATA
IMG-0023-2,MPLADS-SYN-0023,images/IMG-0023-2.jpg,2026-08-29,19.601597,85.076646,Progress,SYNTHETIC_METADATA
IMG-0024-1,MPLADS-SYN-0024,images/IMG-0024-1.jpg,2026-02-25,23.902658,75.796528,Progress,SYNTHETIC_METADATA
IMG-0024-2,MPLADS-SYN-0024,images/IMG-0024-2.jpg,2026-03-25,23.90305,75.797177,Progress,SYNTHETIC_METADATA
IMG-0025-1,MPLADS-SYN-0025,images/IMG-0025-1.jpg,2026-07-25,15.556202,84.358731,Progress,SYNTHETIC_METADATA
IMG-0025-2,MPLADS-SYN-0025,images/IMG-0025-2.jpg,2026-06-15,15.556248,84.358346,Progress,SYNTHETIC_METADATA
IMG-0026-1,MPLADS-SYN-0026,images/IMG-0026-1.jpg,2026-08-01,17.089627,87.684449,Progress,SYNTHETIC_METADATA
IMG-0026-2,MPLADS-SYN-0026,images/IMG-0026-2.jpg,2026-10-08,17.088856,87.684518,Progress,SYNTHETIC_METADATA
IMG-0027-1,MPLADS-SYN-0027,images/IMG-0027-1.jpg,2026-03-02,15.343528,85.009099,Progress,SYNTHETIC_METADATA
IMG-0027-2,MPLADS-SYN-0027,images/IMG-0027-2.jpg,2026-03-26,15.343893,85.008728,Progress,SYNTHETIC_METADATA
IMG-0028-1,MPLADS-SYN-0028,images/IMG-0028-1.jpg,2026-05-26,19.999606,83.750081,Progress,SYNTHETIC_METADATA
IMG-0028-2,MPLADS-SYN-0028,images/IMG-0028-2.jpg,2026-06-14,20.000038,83.750351,Progress,SYNTHETIC_METADATA
IMG-0029-1,MPLADS-SYN-0029,images/IMG-0029-1.jpg,2026-09-08,14.405624,73.70926,Progress,SYNTHETIC_METADATA
IMG-0029-2,MPLADS-SYN-0029,images/IMG-0029-2.jpg,2026-08-23,14.405572,73.709475,Progress,SYNTHETIC_METADATA
IMG-0030-1,MPLADS-SYN-0030,images/IMG-0030-1.jpg,2026-05-04,11.226398,77.141818,Progress,SYNTHETIC_METADATA
IMG-0030-2,MPLADS-SYN-0030,images/IMG-0030-2.jpg,2026-06-13,11.227157,77.142281,Progress,SYNTHETIC_METADATA
IMG-0031-1,MPLADS-SYN-0031,images/IMG-0031-1.jpg,2026-08-24,22.42554,80.253905,Progress,SYNTHETIC_METADATA
IMG-0031-2,MPLADS-SYN-0031,images/IMG-0031-2.jpg,2026-10-02,22.424875,80.254339,Progress,SYNTHETIC_METADATA
IMG-0032-1,MPLADS-SYN-0032,images/IMG-0032-1.jpg,2026-07-31,23.584508,82.815783,Progress,SYNTHETIC_METADATA
IMG-0032-2,MPLADS-SYN-0032,images/IMG-0032-2.jpg,2026-07-27,23.584468,82.816191,Progress,SYNTHETIC_METADATA
IMG-0033-1,MPLADS-SYN-0033,images/IMG-0033-1.jpg,2026-11-18,10.121675,86.835345,Progress,SYNTHETIC_METADATA
IMG-0033-2,MPLADS-SYN-0033,images/IMG-0033-2.jpg,2026-11-16,10.122252,86.835696,Progress,SYNTHETIC_METADATA
IMG-0034-1,MPLADS-SYN-0034,images/IMG-0034-1.jpg,2026-07-20,16.035236,81.817834,Progress,SYNTHETIC_METADATA
IMG-0034-2,MPLADS-SYN-0034,images/IMG-0034-2.jpg,2026-08-02,16.03547,81.818451,Progress,SYNTHETIC_METADATA
IMG-0035-1,MPLADS-SYN-0035,images/IMG-0035-1.jpg,2026-09-01,23.34535,79.407096,Progress,SYNTHETIC_METADATA
IMG-0035-2,MPLADS-SYN-0035,images/IMG-0035-2.jpg,2026-11-03,23.344659,79.40726,Progress,SYNTHETIC_METADATA
IMG-0036-1,MPLADS-SYN-0036,images/IMG-0036-1.jpg,2026-07-09,18.290694,75.890258,Progress,SYNTHETIC_METADATA
IMG-0036-2,MPLADS-SYN-0036,images/IMG-0036-2.jpg,2026-11-14,18.291103,75.889949,Progress,SYNTHETIC_METADATA
IMG-0037-1,MPLADS-SYN-0037,images/IMG-0037-1.jpg,2026-06-13,8.03181,77.821622,Progress,SYNTHETIC_METADATA
IMG-0037-2,MPLADS-SYN-0037,images/IMG-0037-2.jpg,2026-05-13,8.032341,77.8217,Progress,SYNTHETIC_METADATA
IMG-0038-1,MPLADS-SYN-0038,images/IMG-0038-1.jpg,2026-07-12,17.810132,75.007982,Progress,SYNTHETIC_METADATA
IMG-0038-2,MPLADS-SYN-0038,images/IMG-0038-2.jpg,2026-07-08,17.809728,75.007274,Progress,SYNTHETIC_METADATA
IMG-0039-1,MPLADS-SYN-0039,images/IMG-0039-1.jpg,2026-11-02,11.699807,76.847018,Progress,SYNTHETIC_METADATA
IMG-0039-2,MPLADS-SYN-0039,images/IMG-0039-2.jpg,2026-07-29,11.699432,76.847175,Progress,SYNTHETIC_METADATA
IMG-0040-1,MPLADS-SYN-0040,images/IMG-0040-1.jpg,2026-02-25,15.933533,81.267337,Progress,SYNTHETIC_METADATA
IMG-0040-2,MPLADS-SYN-0040,images/IMG-0040-2.jpg,2026-04-04,15.932767,81.267654,Progress,SYNTHETIC_METADATA
IMG-0041-1,MPLADS-SYN-0041,images/IMG-0041-1.jpg,2026-04-23,22.737174,80.673729,Progress,SYNTHETIC_METADATA
IMG-0041-2,MPLADS-SYN-0041,images/IMG-0041-2.jpg,2026-04-21,22.736453,80.673781,Progress,SYNTHETIC_METADATA
IMG-0042-1,MPLADS-SYN-0042,images/IMG-0042-1.jpg,2026-10-19,26.491236,77.570957,Progress,SYNTHETIC_METADATA
IMG-0042-2,MPLADS-SYN-0042,images/IMG-0042-2.jpg,2026-10-19,26.490863,77.570622,Progress,SYNTHETIC_METADATA
IMG-0043-1,MPLADS-SYN-0043,images/IMG-0043-1.jpg,2026-11-12,10.887858,72.83489,Progress,SYNTHETIC_METADATA
IMG-0043-2,MPLADS-SYN-0043,images/IMG-0043-2.jpg,2026-08-16,10.887893,72.835057,Progress,SYNTHETIC_METADATA
IMG-0044-1,MPLADS-SYN-0044,images/IMG-0044-1.jpg,2027-01-10,28.275999,83.227009,Progress,SYNTHETIC_METADATA
IMG-0044-2,MPLADS-SYN-0044,images/IMG-0044-2.jpg,2026-11-21,28.276022,83.227069,Progress,SYNTHETIC_METADATA
IMG-0045-1,MPLADS-SYN-0045,images/IMG-0045-1.jpg,2027-03-06,24.723078,78.07811,Progress,SYNTHETIC_METADATA
IMG-0045-2,MPLADS-SYN-0045,images/IMG-0045-2.jpg,2027-01-09,24.722558,78.077729,Progress,SYNTHETIC_METADATA
IMG-0046-1,MPLADS-SYN-0046,images/IMG-0046-1.jpg,2026-12-04,21.855624,86.316753,Progress,SYNTHETIC_METADATA
IMG-0046-2,MPLADS-SYN-0046,images/IMG-0046-2.jpg,2026-10-01,21.855096,86.316086,Progress,SYNTHETIC_METADATA
IMG-0047-1,MPLADS-SYN-0047,images/IMG-0047-1.jpg,2026-06-26,22.271333,74.26515,Progress,SYNTHETIC_METADATA
IMG-0047-2,MPLADS-SYN-0047,images/IMG-0047-2.jpg,2026-05-06,22.271664,74.264736,Progress,SYNTHETIC_METADATA
IMG-0048-1,MPLADS-SYN-0048,images/IMG-0048-1.jpg,2026-05-02,27.723862,87.27934,Progress,SYNTHETIC_METADATA
IMG-0048-2,MPLADS-SYN-0048,images/IMG-0048-2.jpg,2026-02-24,27.72367,87.280091,Progress,SYNTHETIC_METADATA
IMG-0049-1,MPLADS-SYN-0049,images/IMG-0049-1.jpg,2026-06-07,19.744012,76.315655,Progress,SYNTHETIC_METADATA
IMG-0049-2,MPLADS-SYN-0049,images/IMG-0049-2.jpg,2026-08-18,19.743564,76.315691,Progress,SYNTHETIC_METADATA
IMG-0050-1,MPLADS-SYN-0050,images/IMG-0050-1.jpg,2026-07-11,17.057263,83.22478,Progress,SYNTHETIC_METADATA
IMG-0050-2,MPLADS-SYN-0050,images/IMG-0050-2.jpg,2026-04-16,17.057997,83.225349,Progress,SYNTHETIC_METADATA
IMG-0051-1,MPLADS-SYN-0051,images/IMG-0051-1.jpg,2026-08-20,25.928592,74.194234,Progress,SYNTHETIC_METADATA
IMG-0051-2,MPLADS-SYN-0051,images/IMG-0051-2.jpg,2026-08-18,25.928391,74.194586,Progress,SYNTHETIC_METADATA
IMG-0052-1,MPLADS-SYN-0052,images/IMG-0052-1.jpg,2026-10-25,24.776582,75.908642,Progress,SYNTHETIC_METADATA
IMG-0052-2,MPLADS-SYN-0052,images/IMG-0052-2.jpg,2026-12-24,24.776485,75.90888,Progress,SYNTHETIC_METADATA
IMG-0053-1,MPLADS-SYN-0053,images/IMG-0053-1.jpg,2026-06-24,14.77037,73.304405,Progress,SYNTHETIC_METADATA
IMG-0053-2,MPLADS-SYN-0053,images/IMG-0053-2.jpg,2026-06-05,14.770595,73.304559,Progress,SYNTHETIC_METADATA
IMG-0054-1,MPLADS-SYN-0054,images/IMG-0054-1.jpg,2027-03-23,13.362002,80.461697,Progress,SYNTHETIC_METADATA
IMG-0054-2,MPLADS-SYN-0054,images/IMG-0054-2.jpg,2027-03-02,13.362004,80.461141,Progress,SYNTHETIC_METADATA
IMG-0055-1,MPLADS-SYN-0055,images/IMG-0055-1.jpg,2026-03-23,9.523452,85.497351,Progress,SYNTHETIC_METADATA
IMG-0055-2,MPLADS-SYN-0055,images/IMG-0055-2.jpg,2026-02-26,9.523422,85.496625,Progress,SYNTHETIC_METADATA
IMG-0056-1,MPLADS-SYN-0056,images/IMG-0056-1.jpg,2026-10-31,12.630503,83.286486,Progress,SYNTHETIC_METADATA
IMG-0056-2,MPLADS-SYN-0056,images/IMG-0056-2.jpg,2026-12-13,12.629814,83.287022,Progress,SYNTHETIC_METADATA
IMG-0057-1,MPLADS-SYN-0057,images/IMG-0057-1.jpg,2026-03-30,27.974071,72.885936,Progress,SYNTHETIC_METADATA
IMG-0057-2,MPLADS-SYN-0057,images/IMG-0057-2.jpg,2026-05-03,27.97323,72.885578,Progress,SYNTHETIC_METADATA
IMG-0058-1,MPLADS-SYN-0058,images/IMG-0058-1.jpg,2026-04-12,9.907911,81.867419,Progress,SYNTHETIC_METADATA
IMG-0058-2,MPLADS-SYN-0058,images/IMG-0058-2.jpg,2026-02-21,9.907452,81.86723,Progress,SYNTHETIC_METADATA
IMG-0059-1,MPLADS-SYN-0059,images/IMG-0059-1.jpg,2026-10-04,24.882645,82.741747,Progress,SYNTHETIC_METADATA
IMG-0059-2,MPLADS-SYN-0059,images/IMG-0059-2.jpg,2026-09-07,24.882214,82.742267,Progress,SYNTHETIC_METADATA
IMG-0060-1,MPLADS-SYN-0060,images/IMG-0060-1.jpg,2026-11-09,26.931579,86.349418,Progress,SYNTHETIC_METADATA
IMG-0060-2,MPLADS-SYN-0060,images/IMG-0060-2.jpg,2026-09-24,26.931994,86.349186,Progress,SYNTHETIC_METADATA
IMG-0061-1,MPLADS-SYN-0061,images/IMG-0061-1.jpg,2026-09-04,22.800953,79.465679,Progress,SYNTHETIC_METADATA
IMG-0061-2,MPLADS-SYN-0061,images/IMG-0061-2.jpg,2027-01-03,22.800563,79.465205,Progress,SYNTHETIC_METADATA
IMG-0062-1,MPLADS-SYN-0062,images/IMG-0062-1.jpg,2026-07-10,20.033963,77.741209,Progress,SYNTHETIC_METADATA
IMG-0062-2,MPLADS-SYN-0062,images/IMG-0062-2.jpg,2026-10-29,20.033234,77.741072,Progress,SYNTHETIC_METADATA
IMG-0063-1,MPLADS-SYN-0063,images/IMG-0063-1.jpg,2026-10-06,8.633006,84.557021,Progress,SYNTHETIC_METADATA
IMG-0063-2,MPLADS-SYN-0063,images/IMG-0063-2.jpg,2026-09-07,8.63292,84.557171,Progress,SYNTHETIC_METADATA
IMG-0064-1,MPLADS-SYN-0064,images/IMG-0064-1.jpg,2026-06-11,18.912206,81.847979,Progress,SYNTHETIC_METADATA
IMG-0064-2,MPLADS-SYN-0064,images/IMG-0064-2.jpg,2026-04-14,18.912125,81.848499,Progress,SYNTHETIC_METADATA
IMG-0065-1,MPLADS-SYN-0065,images/IMG-0065-1.jpg,2026-09-06,18.141633,77.326908,Progress,SYNTHETIC_METADATA
IMG-0065-2,MPLADS-SYN-0065,images/IMG-0065-2.jpg,2026-09-09,18.141675,77.32722,Progress,SYNTHETIC_METADATA
IMG-0066-1,MPLADS-SYN-0066,images/IMG-0066-1.jpg,2026-09-28,22.980501,73.689977,Progress,SYNTHETIC_METADATA
IMG-0066-2,MPLADS-SYN-0066,images/IMG-0066-2.jpg,2026-11-19,22.980289,73.689825,Progress,SYNTHETIC_METADATA
IMG-0067-1,MPLADS-SYN-0067,images/IMG-0067-1.jpg,2027-01-01,25.365003,86.451014,Progress,SYNTHETIC_METADATA
IMG-0067-2,MPLADS-SYN-0067,images/IMG-0067-2.jpg,2026-11-22,25.364608,86.45112,Progress,SYNTHETIC_METADATA
IMG-0068-1,MPLADS-SYN-0068,images/IMG-0068-1.jpg,2026-05-01,18.385136,82.371624,Progress,SYNTHETIC_METADATA
IMG-0068-2,MPLADS-SYN-0068,images/IMG-0068-2.jpg,2026-04-10,18.385181,82.371869,Progress,SYNTHETIC_METADATA
IMG-0069-1,MPLADS-SYN-0069,images/IMG-0069-1.jpg,2026-06-19,14.867405,79.084315,Progress,SYNTHETIC_METADATA
IMG-0069-2,MPLADS-SYN-0069,images/IMG-0069-2.jpg,2026-06-04,14.867779,79.084269,Progress,SYNTHETIC_METADATA
IMG-0070-1,MPLADS-SYN-0070,images/IMG-0070-1.jpg,2026-06-19,10.447452,83.10972,Progress,SYNTHETIC_METADATA
IMG-0070-2,MPLADS-SYN-0070,images/IMG-0070-2.jpg,2026-06-17,10.44817,83.109375,Progress,SYNTHETIC_METADATA
IMG-0071-1,MPLADS-SYN-0071,images/IMG-0071-1.jpg,2026-06-11,22.588512,73.53521,Progress,SYNTHETIC_METADATA
IMG-0071-2,MPLADS-SYN-0071,images/IMG-0071-2.jpg,2026-05-18,22.588531,73.534604,Progress,SYNTHETIC_METADATA
IMG-0072-1,MPLADS-SYN-0072,images/IMG-0072-1.jpg,2026-05-13,25.475967,73.491704,Progress,SYNTHETIC_METADATA
IMG-0072-2,MPLADS-SYN-0072,images/IMG-0072-2.jpg,2026-05-11,25.475407,73.491509,Progress,SYNTHETIC_METADATA
IMG-0073-1,MPLADS-SYN-0073,images/IMG-0073-1.jpg,2026-10-10,24.844395,78.517544,Progress,SYNTHETIC_METADATA
IMG-0073-2,MPLADS-SYN-0073,images/IMG-0073-2.jpg,2026-09-19,24.844439,78.517158,Progress,SYNTHETIC_METADATA
IMG-0074-1,MPLADS-SYN-0074,images/IMG-0074-1.jpg,2026-06-01,23.71982,88.493597,Progress,SYNTHETIC_METADATA
IMG-0074-2,MPLADS-SYN-0074,images/IMG-0074-2.jpg,2026-05-14,23.72029,88.492996,Progress,SYNTHETIC_METADATA
IMG-0075-1,MPLADS-SYN-0075,images/IMG-0075-1.jpg,2026-07-28,22.44674,74.336801,Progress,SYNTHETIC_METADATA
IMG-0075-2,MPLADS-SYN-0075,images/IMG-0075-2.jpg,2026-07-17,22.446093,74.337578,Progress,SYNTHETIC_METADATA
IMG-0076-1,MPLADS-SYN-0076,images/IMG-0076-1.jpg,2026-03-12,21.042158,87.891103,Progress,SYNTHETIC_METADATA
IMG-0076-2,MPLADS-SYN-0076,images/IMG-0076-2.jpg,2026-04-13,21.041492,87.890388,Progress,SYNTHETIC_METADATA
IMG-0077-1,MPLADS-SYN-0077,images/IMG-0077-1.jpg,2026-03-04,11.298337,73.237702,Progress,SYNTHETIC_METADATA
IMG-0077-2,MPLADS-SYN-0077,images/IMG-0077-2.jpg,2026-06-12,11.298242,73.237066,Progress,SYNTHETIC_METADATA
IMG-0078-1,MPLADS-SYN-0078,images/IMG-0078-1.jpg,2026-08-27,13.432908,82.590714,Progress,SYNTHETIC_METADATA
IMG-0078-2,MPLADS-SYN-0078,images/IMG-0078-2.jpg,2026-10-04,13.432777,82.591231,Progress,SYNTHETIC_METADATA
IMG-0079-1,MPLADS-SYN-0079,images/IMG-0079-1.jpg,2026-04-04,19.715471,88.215871,Progress,SYNTHETIC_METADATA
IMG-0079-2,MPLADS-SYN-0079,images/IMG-0079-2.jpg,2026-01-27,19.715738,88.215577,Progress,SYNTHETIC_METADATA
IMG-0080-1,MPLADS-SYN-0080,images/IMG-0080-1.jpg,2026-05-04,24.107554,86.313259,Progress,SYNTHETIC_METADATA
IMG-0080-2,MPLADS-SYN-0080,images/IMG-0080-2.jpg,2026-07-26,24.107374,86.313284,Progress,SYNTHETIC_METADATA
IMG-0081-1,MPLADS-SYN-0081,images/IMG-0081-1.jpg,2026-04-20,16.269749,84.878801,Progress,SYNTHETIC_METADATA
IMG-0081-2,MPLADS-SYN-0081,images/IMG-0081-2.jpg,2026-05-03,16.269752,84.878668,Progress,SYNTHETIC_METADATA
IMG-0082-1,MPLADS-SYN-0082,images/IMG-0082-1.jpg,2026-04-16,20.323209,72.139301,Progress,SYNTHETIC_METADATA
IMG-0082-2,MPLADS-SYN-0082,images/IMG-0082-2.jpg,2026-02-22,20.32381,72.139956,Progress,SYNTHETIC_METADATA
IMG-0083-1,MPLADS-SYN-0083,images/IMG-0083-1.jpg,2026-08-19,23.102769,81.619685,Progress,SYNTHETIC_METADATA
IMG-0083-2,MPLADS-SYN-0083,images/IMG-0083-2.jpg,2026-06-15,23.102979,81.620257,Progress,SYNTHETIC_METADATA
IMG-0084-1,MPLADS-SYN-0084,images/IMG-0084-1.jpg,2026-11-12,25.852541,74.487747,Progress,SYNTHETIC_METADATA
IMG-0084-2,MPLADS-SYN-0084,images/IMG-0084-2.jpg,2026-11-23,25.852291,74.487382,Progress,SYNTHETIC_METADATA
IMG-0085-1,MPLADS-SYN-0085,images/IMG-0085-1.jpg,2026-05-09,23.038733,75.733535,Progress,SYNTHETIC_METADATA
IMG-0085-2,MPLADS-SYN-0085,images/IMG-0085-2.jpg,2026-04-17,23.038741,75.733524,Progress,SYNTHETIC_METADATA
IMG-0086-1,MPLADS-SYN-0086,images/IMG-0086-1.jpg,2026-07-27,17.108206,74.039342,Progress,SYNTHETIC_METADATA
IMG-0086-2,MPLADS-SYN-0086,images/IMG-0086-2.jpg,2026-03-01,17.108301,74.039229,Progress,SYNTHETIC_METADATA
IMG-0087-1,MPLADS-SYN-0087,images/IMG-0087-1.jpg,2026-09-29,21.768337,86.963459,Progress,SYNTHETIC_METADATA
IMG-0087-2,MPLADS-SYN-0087,images/IMG-0087-2.jpg,2026-11-05,21.768247,86.963754,Progress,SYNTHETIC_METADATA
IMG-0088-1,MPLADS-SYN-0088,images/IMG-0088-1.jpg,2026-11-12,17.804187,78.958848,Progress,SYNTHETIC_METADATA
IMG-0088-2,MPLADS-SYN-0088,images/IMG-0088-2.jpg,2026-09-23,17.804362,78.958765,Progress,SYNTHETIC_METADATA
IMG-0089-1,MPLADS-SYN-0089,images/IMG-0089-1.jpg,2026-08-19,14.57331,77.460109,Progress,SYNTHETIC_METADATA
IMG-0089-2,MPLADS-SYN-0089,images/IMG-0089-2.jpg,2026-09-24,14.573053,77.459885,Progress,SYNTHETIC_METADATA
IMG-0090-1,MPLADS-SYN-0090,images/IMG-0090-1.jpg,2026-04-20,20.990107,85.198493,Progress,SYNTHETIC_METADATA
IMG-0090-2,MPLADS-SYN-0090,images/IMG-0090-2.jpg,2026-08-09,20.990478,85.198841,Progress,SYNTHETIC_METADATA
IMG-0091-1,MPLADS-SYN-0091,images/IMG-0091-1.jpg,2026-09-22,26.776222,84.579265,Progress,SYNTHETIC_METADATA
IMG-0091-2,MPLADS-SYN-0091,images/IMG-0091-2.jpg,2026-10-08,26.776334,84.579576,Progress,SYNTHETIC_METADATA
IMG-0092-1,MPLADS-SYN-0092,images/IMG-0092-1.jpg,2026-08-28,12.098255,84.3781,Progress,SYNTHETIC_METADATA
IMG-0092-2,MPLADS-SYN-0092,images/IMG-0092-2.jpg,2026-08-06,12.098276,84.378517,Progress,SYNTHETIC_METADATA
IMG-0093-1,MPLADS-SYN-0093,images/IMG-0093-1.jpg,2026-08-15,8.832905,76.605201,Progress,SYNTHETIC_METADATA
IMG-0093-2,MPLADS-SYN-0093,images/IMG-0093-2.jpg,2026-05-24,8.833165,76.605183,Progress,SYNTHETIC_METADATA
IMG-0094-1,MPLADS-SYN-0094,images/IMG-0094-1.jpg,2026-04-29,12.927467,82.597068,Progress,SYNTHETIC_METADATA
IMG-0094-2,MPLADS-SYN-0094,images/IMG-0094-2.jpg,2026-08-11,12.927334,82.597838,Progress,SYNTHETIC_METADATA
IMG-0095-1,MPLADS-SYN-0095,images/IMG-0095-1.jpg,2026-06-22,11.648629,76.156668,Progress,SYNTHETIC_METADATA
IMG-0095-2,MPLADS-SYN-0095,images/IMG-0095-2.jpg,2026-06-20,11.648621,76.156909,Progress,SYNTHETIC_METADATA
IMG-0096-1,MPLADS-SYN-0096,images/IMG-0096-1.jpg,2026-06-07,25.414199,76.866898,Progress,SYNTHETIC_METADATA
IMG-0096-2,MPLADS-SYN-0096,images/IMG-0096-2.jpg,2026-05-11,25.413763,76.867445,Progress,SYNTHETIC_METADATA
IMG-0097-1,MPLADS-SYN-0097,images/IMG-0097-1.jpg,2026-03-30,19.902589,87.700371,Progress,SYNTHETIC_METADATA
